skill1,skill2,value,type
VFX Supervision,Realflow,2,l-l
VFX Supervision,Technical Direction,2,l-l
Leadership,Army,8,h-h
Leadership,Command,16,h-h
Leadership,Defense,10,h-h
Leadership,DoD,14,h-h
Leadership,Force Protection,8,h-h
Leadership,Intelligence,8,h-h
Military Experience,Leadership,14,h-h
Military Operations,Leadership,14,h-h
National Security,Leadership,14,h-h
Operational Planning,Leadership,14,h-h
Security Clearance,Leadership,14,h-h
Organizational Leadership,Leadership,4,l-h
Top Secret,Leadership,4,l-h
Management,Army,8,h-h
Management,Command,16,h-h
Management,Defense,10,h-h
Management,DoD,14,h-h
Management,Force Protection,8,h-h
Management,Intelligence,8,h-h
Military Experience,Management,14,h-h
Military Operations,Management,14,h-h
National Security,Management,14,h-h
Operational Planning,Management,14,h-h
Security Clearance,Management,14,h-h
Organizational Leadership,Management,4,l-h
Top Secret,Management,4,l-h
Program Management,Army,8,h-h
Program Management,Command,16,h-h
Program Management,Defense,10,h-h
Program Management,DoD,14,h-h
Program Management,Force Protection,8,h-h
Program Management,Intelligence,8,h-h
Program Management,Military Experience,14,h-h
Program Management,Military Operations,14,h-h
Program Management,National Security,14,h-h
Program Management,Operational Planning,14,h-h
Security Clearance,Program Management,14,h-h
Program Management,Organizational Leadership,4,h-l
Top Secret,Program Management,4,l-h
Strategic Planning,Army,8,h-h
Strategic Planning,Command,14,h-h
Strategic Planning,Defense,8,h-h
Strategic Planning,DoD,14,h-h
Strategic Planning,Force Protection,8,h-h
Strategic Planning,Intelligence,8,h-h
Strategic Planning,Military Experience,14,h-h
Strategic Planning,Military Operations,14,h-h
Strategic Planning,National Security,14,h-h
Strategic Planning,Operational Planning,14,h-h
Strategic Planning,Security Clearance,14,h-h
Strategic Planning,Organizational Leadership,4,h-l
Top Secret,Strategic Planning,4,l-h
Training,Army,8,h-h
Training,Command,8,h-h
Training,Defense,8,h-h
Training,DoD,8,h-h
Training,Force Protection,8,h-h
Training,Intelligence,8,h-h
Training,Military Experience,8,h-h
Training,Military Operations,8,h-h
Training,National Security,8,h-h
Training,Operational Planning,8,h-h
Training,Security Clearance,8,h-h
Training,Organizational Leadership,4,h-l
Training,Top Secret,4,h-l
Command,Army,8,h-h
Defense,Army,8,h-h
DoD,Army,8,h-h
Force Protection,Army,8,h-h
Government,Army,8,h-h
Intelligence,Army,8,h-h
Military,Army,8,h-h
Military Experience,Army,8,h-h
Military Operations,Army,8,h-h
National Security,Army,8,h-h
Operational Planning,Army,8,h-h
Security Clearance,Army,8,h-h
Organizational Leadership,Army,4,l-h
Top Secret,Army,4,l-h
Defense,Command,10,h-h
DoD,Command,14,h-h
Force Protection,Command,8,h-h
Government,Command,10,h-h
Intelligence,Command,8,h-h
Military,Command,16,h-h
Military Experience,Command,14,h-h
Military Operations,Command,14,h-h
National Security,Command,14,h-h
Operational Planning,Command,14,h-h
Security Clearance,Command,14,h-h
Organizational Leadership,Command,4,l-h
Top Secret,Command,4,l-h
DoD,Defense,8,h-h
Force Protection,Defense,8,h-h
Government,Defense,10,h-h
Intelligence,Defense,8,h-h
Military,Defense,10,h-h
Military Experience,Defense,8,h-h
Military Operations,Defense,8,h-h
National Security,Defense,8,h-h
Operational Planning,Defense,8,h-h
Security Clearance,Defense,8,h-h
Organizational Leadership,Defense,4,l-h
Top Secret,Defense,4,l-h
Force Protection,DoD,8,h-h
Government,DoD,8,h-h
Intelligence,DoD,8,h-h
Military,DoD,14,h-h
Military Experience,DoD,14,h-h
Military Operations,DoD,14,h-h
National Security,DoD,14,h-h
Operational Planning,DoD,14,h-h
Security Clearance,DoD,14,h-h
Organizational Leadership,DoD,4,l-h
Top Secret,DoD,4,l-h
Government,Force Protection,8,h-h
Intelligence,Force Protection,8,h-h
Military,Force Protection,8,h-h
Military Experience,Force Protection,8,h-h
Military Operations,Force Protection,8,h-h
National Security,Force Protection,8,h-h
Operational Planning,Force Protection,8,h-h
Security Clearance,Force Protection,8,h-h
Organizational Leadership,Force Protection,4,l-h
Top Secret,Force Protection,4,l-h
Intelligence,Government,8,h-h
Military Experience,Government,8,h-h
Military Operations,Government,8,h-h
National Security,Government,8,h-h
Operational Planning,Government,8,h-h
Security Clearance,Government,8,h-h
Organizational Leadership,Government,4,l-h
Top Secret,Government,4,l-h
Military,Intelligence,8,h-h
Military Experience,Intelligence,8,h-h
Military Operations,Intelligence,8,h-h
National Security,Intelligence,8,h-h
Operational Planning,Intelligence,8,h-h
Security Clearance,Intelligence,8,h-h
Organizational Leadership,Intelligence,4,l-h
Top Secret,Intelligence,4,l-h
Military Experience,Military,14,h-h
Military Operations,Military,14,h-h
National Security,Military,14,h-h
Operational Planning,Military,14,h-h
Security Clearance,Military,14,h-h
Organizational Leadership,Military,4,l-h
Top Secret,Military,4,l-h
Military Operations,Military Experience,14,h-h
National Security,Military Experience,14,h-h
Operational Planning,Military Experience,14,h-h
Security Clearance,Military Experience,14,h-h
Organizational Leadership,Military Experience,4,l-h
Top Secret,Military Experience,4,l-h
National Security,Military Operations,14,h-h
Operational Planning,Military Operations,14,h-h
Security Clearance,Military Operations,14,h-h
Organizational Leadership,Military Operations,4,l-h
Top Secret,Military Operations,4,l-h
Operational Planning,National Security,14,h-h
Security Clearance,National Security,14,h-h
Organizational Leadership,National Security,4,l-h
Top Secret,National Security,4,l-h
Security Clearance,Operational Planning,14,h-h
Organizational Leadership,Operational Planning,4,l-h
Top Secret,Operational Planning,4,l-h
Security Clearance,Organizational Leadership,4,h-l
Top Secret,Security Clearance,4,l-h
Top Secret,Organizational Leadership,4,l-l
Microsoft Excel,Energy,4,h-h
P&ID,Microsoft Excel,2,h-h
Petrochemical,Microsoft Excel,2,h-h
Microsoft Excel,Gas,6,h-h
Petroleum,Microsoft Excel,6,h-h
Microsoft Excel,EPC,4,h-h
Microsoft Excel,CAD,16,h-h
Piping,Microsoft Excel,2,h-h
Refinery,Microsoft Excel,2,h-h
Microstation,Microsoft Excel,4,h-h
Microsoft Excel,Bentley Microstation,2,h-l
Navisworks,Microsoft Excel,2,l-h
P&ID,Microsoft Office,2,h-h
Microsoft Office,Gas,4,h-h
Petroleum,Microsoft Office,6,h-h
Microsoft Office,EPC,8,h-h
Piping,Microsoft Office,8,h-h
Refinery,Microsoft Office,2,h-h
Microstation,Microsoft Office,6,h-h
Microsoft Office,Bentley Microstation,4,h-l
Navisworks,Microsoft Office,2,l-h
Microsoft Word,AutoCAD,8,h-h
Microsoft Word,Construction,4,h-h
Microsoft Word,Energy,4,h-h
Project Engineering,Microsoft Word,4,h-h
P&ID,Microsoft Word,2,h-h
Petrochemical,Microsoft Word,2,h-h
Microsoft Word,Gas,2,h-h
Petroleum,Microsoft Word,4,h-h
Microsoft Word,EPC,2,h-h
Microsoft Word,CAD,4,h-h
Piping,Microsoft Word,2,h-h
Refinery,Microsoft Word,2,h-h
Microstation,Microsoft Word,4,h-h
Microsoft Word,Bentley Microstation,2,h-l
Navisworks,Microsoft Word,2,l-h
P&ID,AutoCAD,6,h-h
Gas,AutoCAD,8,h-h
Petroleum,AutoCAD,8,h-h
Piping,AutoCAD,10,h-h
Refinery,AutoCAD,4,h-h
Microstation,AutoCAD,8,h-h
Bentley Microstation,AutoCAD,4,l-h
Navisworks,AutoCAD,6,l-h
Project Management,Gas,12,h-h
Project Management,Piping,12,h-h
Refinery,Project Management,6,h-h
Project Management,Microstation,4,h-h
Project Management,Bentley Microstation,2,h-l
Project Management,Navisworks,2,h-l
P&ID,Construction,4,h-h
Petrochemical,Construction,10,h-h
Gas,Construction,10,h-h
Petroleum,Construction,6,h-h
Piping,Construction,10,h-h
Refinery,Construction,4,h-h
Microstation,Construction,8,h-h
Construction,Bentley Microstation,4,h-l
Navisworks,Construction,4,l-h
P&ID,Energy,2,h-h
Petrochemical,Energy,8,h-h
Gas,Energy,4,h-h
Energy,CAD,2,h-h
Piping,Energy,6,h-h
Refinery,Energy,2,h-h
Microstation,Energy,2,h-h
Energy,Bentley Microstation,2,h-l
Navisworks,Energy,2,l-h
Gas,Engineering,20,h-h
Piping,Engineering,16,h-h
Refinery,Engineering,10,h-h
Microstation,Engineering,8,h-h
Engineering,Bentley Microstation,4,h-l
Navisworks,Engineering,6,l-h
Project Engineering,Gas,10,h-h
Project Engineering,Piping,10,h-h
Refinery,Project Engineering,6,h-h
Project Engineering,Microstation,4,h-h
Project Engineering,Bentley Microstation,2,h-l
Project Engineering,Navisworks,2,h-l
P&ID,Gas,6,h-h
Petroleum,P&ID,6,h-h
P&ID,EPC,6,h-h
P&ID,CAD,4,h-h
Piping,P&ID,4,h-h
Refinery,P&ID,4,h-h
P&ID,Microstation,4,h-h
P&ID,Bentley Microstation,2,h-l
P&ID,Navisworks,6,h-l
Petrochemical,Gas,14,h-h
Petroleum,Petrochemical,12,h-h
Petrochemical,EPC,16,h-h
Petrochemical,CAD,4,h-h
Piping,Petrochemical,14,h-h
Refinery,Petrochemical,10,h-h
Petrochemical,Microstation,4,h-h
Petrochemical,Bentley Microstation,2,h-l
Petrochemical,Navisworks,6,h-l
Petroleum,Gas,14,h-h
Gas,EPC,14,h-h
Gas,CAD,4,h-h
Piping,Gas,10,h-h
Refinery,Gas,10,h-h
Microstation,Gas,4,h-h
Gas,Bentley Microstation,2,h-l
Navisworks,Gas,6,l-h
Petroleum,EPC,16,h-h
Petroleum,CAD,4,h-h
Piping,Petroleum,8,h-h
Refinery,Petroleum,8,h-h
Petroleum,Microstation,4,h-h
Petroleum,Bentley Microstation,2,h-l
Petroleum,Navisworks,6,h-l
EPC,CAD,4,h-h
Piping,EPC,12,h-h
Refinery,EPC,8,h-h
Microstation,EPC,4,h-h
EPC,Bentley Microstation,2,h-l
Navisworks,EPC,6,l-h
Piping,CAD,4,h-h
Refinery,CAD,2,h-h
Microstation,CAD,8,h-h
CAD,Bentley Microstation,4,h-l
Navisworks,CAD,4,l-h
Refinery,Piping,10,h-h
Piping,Microstation,2,h-h
Piping,Bentley Microstation,2,h-l
Piping,Navisworks,4,h-l
Refinery,Microstation,2,h-h
Refinery,Bentley Microstation,2,h-l
Refinery,Navisworks,4,h-l
Microstation,Bentley Microstation,4,h-l
Navisworks,Microstation,4,l-h
Navisworks,Bentley Microstation,2,l-l
Management,Editorial,2,h-h
Management,Magazines,2,h-h
Publications,Management,2,l-h
Publishing,Management,2,h-h
Social Media,Editorial,4,h-h
Social Media,Magazines,4,h-h
Social Media,Publications,2,h-l
Social Media,Publishing,4,h-h
Editing,Advertising,26,h-h
Editorial,Advertising,2,h-h
Magazines,Advertising,2,h-h
Publications,Advertising,2,l-h
Publishing,Advertising,2,h-h
Marketing,Editorial,4,h-h
Marketing,Magazines,4,h-h
Publications,Marketing,2,l-h
Publishing,Marketing,4,h-h
Marketing Strategy,Editing,2,h-h
Marketing Strategy,Editorial,2,h-h
Marketing Strategy,Magazines,2,h-h
Publications,Marketing Strategy,2,l-h
Publishing,Marketing Strategy,2,h-h
Editing,Digital Marketing,24,h-h
Digital Marketing,Blogging,26,h-h
Editorial,Digital Marketing,2,h-h
Magazines,Digital Marketing,2,h-h
Publications,Digital Marketing,2,l-h
Publishing,Digital Marketing,2,h-h
Marketing Communications,Editing,14,h-h
Marketing Communications,Editorial,2,h-h
Marketing Communications,Magazines,2,h-h
Publications,Marketing Communications,2,l-h
Publishing,Marketing Communications,2,h-h
Online Advertising,Editing,24,h-h
Editing,Blogging,30,h-h
Online Marketing,Editing,16,h-h
Editing,Copywriting,28,h-h
Editorial,Editing,4,h-h
Magazines,Editing,4,h-h
Publications,Editing,2,l-h
Publishing,Editing,4,h-h
Email Marketing,Editing,24,h-h
Public Relations,Editorial,4,h-h
Public Relations,Magazines,4,h-h
Publications,Public Relations,2,l-h
Publishing,Public Relations,4,h-h
Social Media Marketing,Editorial,4,h-h
Social Media Marketing,Magazines,4,h-h
Social Media Marketing,Publications,2,h-l
Social Media Marketing,Publishing,4,h-h
Online Advertising,Blogging,26,h-h
Online Advertising,Copywriting,30,h-h
Online Advertising,Editorial,2,h-h
Online Advertising,Magazines,2,h-h
Publications,Online Advertising,2,l-h
Publishing,Online Advertising,2,h-h
Online Marketing,Blogging,18,h-h
Digital Media,Blogging,26,h-h
Editorial,Blogging,4,h-h
Magazines,Blogging,4,h-h
Publications,Blogging,2,l-h
Publishing,Blogging,4,h-h
Email Marketing,Blogging,24,h-h
Online Marketing,Copywriting,20,h-h
Online Marketing,Editorial,2,h-h
Online Marketing,Magazines,2,h-h
Publications,Online Marketing,2,l-h
Publishing,Online Marketing,2,h-h
Editorial,Copywriting,4,h-h
Magazines,Copywriting,4,h-h
Publications,Copywriting,2,l-h
Publishing,Copywriting,4,h-h
Email Marketing,Copywriting,24,h-h
Editorial,Digital Media,2,h-h
Magazines,Digital Media,2,h-h
Publications,Digital Media,2,l-h
Publishing,Digital Media,2,h-h
Magazines,Editorial,4,h-h
Publications,Editorial,2,l-h
Publishing,Editorial,4,h-h
Email Marketing,Editorial,2,h-h
Publications,Magazines,2,l-h
Publishing,Magazines,4,h-h
Magazines,Email Marketing,2,h-h
Publishing,Publications,2,h-l
Publications,Email Marketing,2,l-h
Publishing,Email Marketing,2,h-h
Software Engineering,Microsoft Office,18,h-h
Microsoft Office,Artificial Intelligence,18,h-h
Microsoft Office,Computer Science,32,h-h
Project Management,Artificial Intelligence,18,h-h
Project Management,Computer Science,20,h-h
Teaching,Java,34,h-h
Java,Data Analysis,38,h-h
Science,Java,18,h-h
Statistics,Java,36,h-h
Java,Artificial Intelligence,28,h-h
Teaching,C,34,h-h
Teaching,Software Engineering,18,h-h
Science,C,22,h-h
Statistics,C,36,h-h
C,Artificial Intelligence,30,h-h
Python,Artificial Intelligence,30,h-h
Software Engineering,Data Analysis,18,h-h
Software Engineering,Science,18,h-h
Statistics,Software Engineering,18,h-h
Software Engineering,Artificial Intelligence,28,h-h
Nonprofits,Microsoft Excel,10,h-h
PowerPoint,Nonprofits,10,h-h
Project Management,Community Outreach,10,h-h
Mechanical Engineering,Leadership,6,h-h
Leadership,FPGA,6,h-h
Management,FPGA,6,h-h
C++,Business Development,8,h-h
Telecommunications,Business Development,8,h-h
Mechanical Engineering,Business Development,6,h-h
Matlab,Business Development,8,h-h
FPGA,Business Development,6,h-h
C++,Business Strategy,8,h-h
Mechanical Engineering,Business Strategy,6,h-h
FPGA,Business Strategy,6,h-h
Marketing Strategy,C++,6,h-h
Telecommunications,Marketing Strategy,12,h-h
Mechanical Engineering,Marketing Strategy,6,h-h
Matlab,Marketing Strategy,6,h-h
Marketing Strategy,FPGA,6,h-h
Telecommunications,Strategy,18,h-h
Strategy,Mechanical Engineering,6,h-h
Strategy,FPGA,6,h-h
Competitive Analysis,CRM,14,h-h
Mechanical Engineering,CRM,6,h-h
Matlab,CRM,6,h-h
FPGA,CRM,6,h-h
Competitive Analysis,C++,6,h-h
Negotiation,Competitive Analysis,6,h-h
Telecommunications,Competitive Analysis,6,h-h
Mechanical Engineering,Competitive Analysis,6,h-h
Matlab,Competitive Analysis,6,h-h
FPGA,Competitive Analysis,6,h-h
Market Research,C++,6,h-h
Telecommunications,Market Research,6,h-h
Product Management,Market Research,8,h-h
Mechanical Engineering,Market Research,6,h-h
Matlab,Market Research,6,h-h
Market Research,FPGA,6,h-h
Product Marketing,C++,6,h-h
Project Planning,Product Marketing,6,h-h
Telecommunications,Product Marketing,6,h-h
Product Marketing,Mechanical Engineering,6,h-h
Product Marketing,Matlab,6,h-h
Product Marketing,FPGA,6,h-h
Cross-functional Team Leadership,C++,14,h-h
New Business Development,C++,6,h-h
Product Management,C++,22,h-h
Mechanical Engineering,C++,6,h-h
FPGA,C++,8,h-h
Telecommunications,Cross-functional Team Leadership,12,h-h
Mechanical Engineering,Cross-functional Team Leadership,6,h-h
FPGA,Cross-functional Team Leadership,6,h-h
Project Planning,FPGA,6,h-h
Telecommunications,New Business Development,6,h-h
New Business Development,Mechanical Engineering,8,h-h
New Business Development,Matlab,8,h-h
New Business Development,FPGA,6,h-h
Negotiation,Mechanical Engineering,6,h-h
Negotiation,Matlab,6,h-h
Negotiation,FPGA,6,h-h
Telecommunications,Product Management,18,h-h
Telecommunications,Mechanical Engineering,6,h-h
Telecommunications,FPGA,6,h-h
Product Management,Mechanical Engineering,6,h-h
Product Management,Matlab,6,h-h
Product Management,FPGA,6,h-h
Mechanical Engineering,FPGA,6,h-h
Matlab,FPGA,8,h-h
Business Planning,Business Analysis,22,h-h
Vendor Management,Business Planning,2,h-h
Vendor Management,Financial Modeling,2,h-h
Vendor Management,Forecasting,2,h-h
Vendor Management,Product Management,24,h-h
Business Intelligence,Budgets,6,h-h
Business Planning,Business Intelligence,2,h-h
Financial Analysis,Business Intelligence,4,h-h
Financial Modeling,Business Intelligence,4,h-h
Forecasting,Business Intelligence,2,h-h
Operations Management,Business Intelligence,2,h-h
Project Planning,Business Intelligence,16,h-h
Process Improvement,Business Planning,18,h-h
Product Management,Budgets,2,h-h
Operations Management,Financial Analysis,2,h-h
Product Management,Financial Analysis,2,h-h
Operations Management,Financial Modeling,2,h-h
Product Management,Financial Modeling,2,h-h
Operations Management,Forecasting,14,h-h
Product Management,Forecasting,2,h-h
Product Management,Operations Management,10,h-h
Project Management,Onshore,12,h-h
Project Management,Calibration,4,h-l
Project Management,Control Valves,4,h-l
Project Management,Pressure,4,h-l
Gas,Commissioning,14,h-h
Oil/Gas,Commissioning,10,h-h
Onshore,Commissioning,12,h-h
Petroleum,Commissioning,8,h-h
Piping,Commissioning,10,h-h
